Date,Address,Rent (HKD),Area (呎),Rate,Price/sq foot,,Average price/sq foot
08/08/2024,荃德花園 C座 低層 D室,"$10,300",287,36,$35.89,TRUE,
08/08/2024,銀禧花園 4座 低層 D室,"$18,000",506,36,$35.57,TRUE,
08/08/2024,沙田第一城 4期 40座 低層 F室,"$13,500",284,48,$47.54,TRUE,
08/08/2024,上水中心 2座 高層 H室,"$12,000",351,34,$34.19,TRUE,
08/08/2024,傲雲峰 5座 高層 C室,"$23,500",539,44,$43.60,TRUE,
08/08/2024,滿名山 滿庭 1座 高層 E室,"$16,500",616,27,$26.79,TRUE,
08/08/2024,曦臺 2座 高層 B室,"$27,000",717,38,$37.66,TRUE,
08/08/2024,凱旋門 朝日閣 (1A座) 低層 C室,"$76,000",932,82,$81.55,TRUE,
08/08/2024,Monaco One 1期 2B座 中層 F室,"$18,000",328,55,$54.88,TRUE,
08/08/2024,維景灣畔 1期 3座 低層 E室,"$19,000",516,37,$36.82,TRUE,
08/08/2024,睿峰 西翼 高層 E室,"$21,500",447,48,$48.10,TRUE,
08/08/2024,新寶城 1座 中層 B室,"$16,500",378,44,$43.65,TRUE,
08/08/2024,樂信臺 3座 高層 C室,"$37,000",762,49,$48.56,TRUE,
08/08/2024,干德道68-70號 華星大廈 高層 A室,"$41,000",1342,31,$30.55,TRUE,
08/08/2024,雲滙 2期 10座 高層 B6室,"$14,800",340,44,$43.53,TRUE,
08/08/2024,沙田中心 新寧大廈 (G座) 低層 C室,"$16,000",310,52,$51.61,TRUE,
08/08/2024,好運中心 楓林閣 (C1座) 低層 E室,"$16,000",348,46,$45.98,TRUE,
08/08/2024,Grand Austin 3A座 中層 B室,"$30,000",580,52,$51.72,TRUE,
08/08/2024,美孚新邨 8期 百老匯街130-132號 中層 132號D室,"$31,500",893,35,$35.27,TRUE,
08/08/2024,曼克頓山 5座 低層 F室,"$24,000",558,43,$43.01,TRUE,
08/08/2024,東港城 5座 高層 B室,"$17,500",466,38,$37.55,TRUE,
08/08/2024,藍塘傲 3座 中層 B室,"$18,000",408,44,$44.12,TRUE,
08/08/2024,The Holborn B座 中層 B7室,"$15,000",236,64,$63.56,TRUE,
08/08/2024,帝御 1期 帝御‧金灣 5座 中層 2室,"$12,000",347,35,$34.58,TRUE,
08/08/2024,天晉 IIIA 5A座 低層 D室,"$18,000",361,50,$49.86,TRUE,
08/08/2024,君傲灣 1座 高層 A室,"$24,900",650,38,$38.31,TRUE,
08/08/2024,日出康城 5期A Malibu 3A座 中層 B室,"$21,000",594,35,$35.35,TRUE,
08/08/2024,海茵莊園 2座 中層 C6室,"$15,000",281,53,$53.38,TRUE,
08/08/2024,都會駅 2期 城中駅 10座 中層 A室,"$23,200",651,36,$35.64,TRUE,
08/08/2024,高雅閣 中層 F室,"$17,000",--,--,#VALUE!,FALSE,
08/08/2024,港灣豪庭 2期 10座 高層 A室,"$17,300",415,42,$41.69,TRUE,
08/08/2024,One Soho 高層 B8室,"$17,200",307,56,$56.03,TRUE,
08/08/2024,杏花邨 9座 中層 1室,"$18,200",471,39,$38.64,TRUE,
08/08/2024,百福花園 百喜閣 低層 B室,"$17,000",543,31,$31.31,TRUE,
08/08/2024,滿名山 名庭 1座 低層 B室,"$52,000",1288,40,$40.37,TRUE,
08/08/2024,緹岸 2期 3座 高層 Q室,"$10,500",313,34,$33.55,TRUE,
08/08/2024,豪景花園 3期 16座 高層 D室,"$20,000",947,21,$21.12,TRUE,
08/08/2024,翰林峰 5座 低層 E室,"$17,000",224,76,$75.89,TRUE,
08/08/2024,The Aster 低層 B室,"$33,500",617,54,$54.29,TRUE,
08/08/2024,嘉威花園 高層 B室,"$16,500",346,48,$47.69,TRUE,
08/08/2024,尚悅 2座 中層 E室,"$9,500",356,27,$26.69,TRUE,
08/08/2024,匯璽 5期 匯璽III 7座 中層 L室,"$28,000",527,53,$53.13,TRUE,
08/08/2024,麗港城 3期 33座 低層 C室,"$18,000",522,34,$34.48,TRUE,
08/08/2024,天寰 天海匯1座 中層 C室,"$22,800",463,49,$49.24,TRUE,
08/08/2024,新都城 2期 10座 中層 G室,"$16,500",363,45,$45.45,TRUE,
08/08/2024,皇朝閣 中層 D室,"$31,000",636,49,$48.74,TRUE,
08/08/2024,皇朝閣 低層 D室,"$29,000",636,46,$45.60,TRUE,
08/08/2024,日出康城 8期 Sea To Sky 3座 中層 H室,"$25,000",764,33,$32.72,TRUE,
08/08/2024,君傲灣 1座 中層 L室,"$18,000",493,37,$36.51,TRUE,
08/08/2024,天晉 海天晉 2座 低層 C室,"$22,000",518,42,$42.47,TRUE,
08/08/2024,又一居 20座 中層 B室,"$32,000",675,47,$47.41,TRUE,
08/08/2024,又一居 29座 中層 A室,"$28,000",595,47,$47.06,TRUE,
08/08/2024,又一居 16座 中層 C室,"$28,800",584,49,$49.32,TRUE,
08/08/2024,加多利軒 高層 C室,"$17,500",264,66,$66.29,TRUE,
08/08/2024,Monaco One 2期 Monaco Marine 1A座 中層 G室,"$18,000",323,56,$55.73,TRUE,
08/08/2024,維景灣畔 2期 10座 低層 A室,"$19,000",498,38,$38.15,TRUE,
08/08/2024,凱滙 1期 1座 中層 C室,"$31,000",765,41,$40.52,TRUE,
08/08/2024,凱滙 1期 2座 低層 D室,"$20,500",462,44,$44.37,TRUE,
08/08/2024,宇晴軒 1期 2座 高層 C室,"$19,000",484,39,$39.26,TRUE,
08/08/2024,皓日 低層 J室,"$17,800",323,55,$55.11,TRUE,
08/08/2024,皓日 中層 H室,"$16,800",323,52,$52.01,TRUE,
08/08/2024,德福花園 U座 高層 1室,"$19,000",588,32,$32.31,TRUE,
08/08/2024,嘉匯 1座 低層 F室,"$17,800",372,48,$47.85,TRUE,
08/08/2024,星河明居 B座 高層 5室,"$27,000",593,46,$45.53,TRUE,
08/08/2024,南里壹號 低層 2室,"$19,500",244,80,$79.92,TRUE,
08/08/2024,喜居 低層 A室,"$15,000",322,47,$46.58,TRUE,
08/08/2024,睿峰 西翼 中層 C室,"$15,000",319,47,$47.02,TRUE,
08/08/2024,曉悅 低層 E室,"$15,000",273,55,$54.95,TRUE,
08/08/2024,Savannah 3A座 高層 C室,"$21,000",439,48,$47.84,TRUE,
08/08/2024,峻瀅 1期 3座 中層 H室,"$18,500",693,27,$26.70,TRUE,
08/08/2024,新都城 2期 3座 低層 G室,"$15,200",363,42,$41.87,TRUE,
08/08/2024,麗港城 1期 5座 低層 B室,"$17,000",517,33,$32.88,TRUE,
08/08/2024,麗港城 1期 16座 高層 B室,"$17,500",517,34,$33.85,TRUE,
08/08/2024,嘉賢居 低層 A室,"$23,000",736,31,$31.25,TRUE,
08/08/2024,海傲灣 1A座 高層 A室,"$16,000",301,53,$53.16,TRUE,
08/08/2024,得寶花園 F座 高層 F3室,"$12,000",282,43,$42.55,TRUE,
08/08/2024,將軍澳廣場 1期 2座 中層 B室,"$20,000",489,41,$40.90,TRUE,
08/08/2024,日出康城 2期A 領都 3座 (右翼) 低層 A室,"$20,000",677,30,$29.54,TRUE,
08/08/2024,日出康城 6期 Lp6 3座 中層 B室,"$28,000",790,35,$35.44,TRUE,
08/08/2024,Ava 55 高層 B室,"$9,500",167,57,$56.89,TRUE,
08/08/2024,東環 1期 6A座 高層 1室,"$24,000",646,37,$37.15,TRUE,
08/08/2024,溱岸8號 2座 低層 G室,"$34,500",826,42,$41.77,TRUE,
08/08/2024,嘉峯匯 2B座 高層 C室,"$23,000",461,50,$49.89,TRUE,
08/08/2024,日出康城 5期A Malibu 1B座 中層 D室,"$20,000",548,36,$36.50,TRUE,
08/08/2024,新都城 1期 5座 低層 B室,"$15,600",364,43,$42.86,TRUE,
08/08/2024,新寶城 4座 高層 G室,"$16,000",377,42,$42.44,TRUE,
08/08/2024,新城市廣場 3期 銀樺閣 (4座) 中層 G室,"$25,000",652,38,$38.34,TRUE,
08/08/2024,薈蕎 1翼 中層 D6室,"$14,800",254,58,$58.27,TRUE,
08/08/2024,沙田第一城 4期 39座 中層 E室,"$14,000",284,49,$49.30,TRUE,
08/08/2024,瑧樺 高層 A3室,"$16,500",272,61,$60.66,TRUE,
08/08/2024,銀禧花園 2座 低層 F室,"$18,000",510,35,$35.29,TRUE,
08/08/2024,海怡半島 4期 御庭園 御意居 (28座) 中層 D室,"$18,500",535,35,$34.58,TRUE,
08/08/2024,Wetland Seasons Bay 3期 6A座 中層 C1室,"$10,600",268,40,$39.55,TRUE,
08/08/2024,瓏璽 2座 低層 D室,"$30,000",694,43,$43.23,TRUE,
08/08/2024,港灣豪庭 1期 1座 低層 D室,"$17,000",338,50,$50.30,TRUE,
08/08/2024,麥花臣匯 1B座 高層 D室,"$15,800",293,54,$53.92,TRUE,
08/08/2024,匯璽 5期 匯璽III 7座 高層 E室,"$26,000",461,56,$56.40,TRUE,
08/08/2024,利奧坊‧曉岸 1座 中層 K室,"$15,500",265,58,$58.49,TRUE,
08/08/2024,凱旋門 觀星閣 (2座) 中層 C室,"$26,000",415,63,$62.65,TRUE,
08/08/2024,會展中心會景閣 低層 9室,"$32,500",618,53,$52.59,TRUE,
08/08/2024,皇朝閣 低層 C室,"$27,000",636,42,$42.45,TRUE,
08/08/2024,奧柏‧御峰 1座 低層 F室,"$13,600",283,48,$48.06,TRUE,
08/08/2024,維港灣 6座 高層 H室,"$28,600",603,47,$47.43,TRUE,
08/08/2024,康怡花園 A座 (9-16室) 中層 12室,"$32,500",710,46,$45.77,TRUE,
08/08/2024,星鑽 中層 H室,"$49,000",854,57,$57.38,TRUE,
08/08/2024,昌運大廈 高層 B室,"$15,700",346,45,$45.38,TRUE,
08/08/2024,Kennedy 38 低層 D室,"$22,000",333,66,$66.07,TRUE,
08/08/2024,貝沙灣 6期 Bel-Air No. 8 5座 中層 A室,"$55,000",1086,51,$50.64,TRUE,
08/08/2024,御海灣 2期 1座 低層 C室,"$14,500",366,40,$39.62,TRUE,
08/08/2024,天賦海灣 1期 21座 中層 D室,"$27,500",964,29,$28.53,TRUE,
08/08/2024,嘉熙 3座 高層 F室,"$18,000",455,40,$39.56,TRUE,
08/08/2024,柏傲莊 2期 7座 (7B) 高層 B室,"$33,000",617,53,$53.48,TRUE,
08/08/2024,御半山 1期 1A座 高層 H室,"$12,700",388,33,$32.73,TRUE,
08/08/2024,映灣園 3期 悅濤軒 海雲天 (12座) 高層 H室,"$27,000",932,29,$28.97,TRUE,
08/08/2024,東環 1期 3A座 中層 6室,"$15,800",381,41,$41.47,TRUE,
08/08/2024,映灣園 2期 映濤軒 6座 低層 C室,"$18,200",548,33,$33.21,TRUE,
08/08/2024,映灣園 1期 賞濤軒 5座 中層 B室,"$23,500",734,32,$32.02,TRUE,
08/08/2024,東環 1期 3A座 高層 3室,"$23,000",595,39,$38.66,TRUE,
08/08/2024,藍天海岸 4期 水藍‧天岸 5座 中層 A室,"$25,000",749,33,$33.38,TRUE,
08/08/2024,都會名軒 低層 D室,"$14,000",--,--,#VALUE!,FALSE,
08/08/2024,粉嶺花園 13座 C室,"$10,000",467,21,$21.41,TRUE,
08/08/2024,University Hill 2B期 優景閣 第3座 低層 A5室,"$13,000",291,45,$44.67,TRUE,
08/08/2024,OMA OMA 2A座 中層 F室,"$13,000",452,29,$28.76,TRUE,
08/08/2024,怡峰園 3座 低層 C室,"$15,700",659,24,$23.82,TRUE,
08/08/2024,薈藍 低層 B01室,"$11,000",207,53,$53.14,TRUE,
08/08/2024,溱柏 8座 低層 F室,"$14,000",534,26,$26.22,TRUE,
08/08/2024,Yoho Town 2期 Yoho Midtown 3座 中層 F室,"$22,000",615,36,$35.77,TRUE,
08/08/2024,峻巒 2B期 Park Yoho Napoli 23B座 高層 C室,"$17,600",631,28,$27.89,TRUE,
08/08/2024,明園大廈 第二期 高層 44號,"$21,000",614,34,$34.20,TRUE,
08/08/2024,君譽峰 高層 H室,"$22,000",365,60,$60.27,TRUE,
08/08/2024,利都樓 高層 C室,"$18,000",405,44,$44.44,TRUE,
08/08/2024,駿景園 1期 5座 高層 C室,"$33,800",1294,26,$26.12,TRUE,
08/08/2024,沙田第一城 4期 44座 高層 H室,"$13,800",304,45,$45.39,TRUE,
08/08/2024,銀禧花園 4座 低層 E室,"$18,000",506,36,$35.57,TRUE,
08/08/2024,沙田第一城 3期 29座 中層 C室,"$14,000",327,43,$42.81,TRUE,
08/08/2024,利奧坊‧曉岸 2座 中層 F室,"$12,800",198,65,$64.65,TRUE,
08/08/2024,天鑽 13座 中層 F室,"$19,000",524,36,$36.26,TRUE,
08/08/2024,天鑽 18座 高層 F室,"$25,000",748,33,$33.42,TRUE,
08/08/2024,灝景灣 1期 3座 低層 D室,"$25,000",671,37,$37.26,TRUE,
08/08/2024,海欣花園 6座 中層 A室,"$17,300",505,34,$34.26,TRUE,
08/08/2024,灝景灣 1期 2座 中層 F室,"$21,500",666,32,$32.28,TRUE,
08/08/2024,峻巒 2A期 Park Yoho Genova 15B座 中層 E室,"$9,800",251,39,$39.04,TRUE,
08/08/2024,Grand Yoho 1期 2座 高層 A室,"$17,500",506,35,$34.58,TRUE,
08/08/2024,嵐山 1期 7座 低層 B室,"$23,200",922,25,$25.16,TRUE,
08/08/2024,富善花園 1座 低層 B室,"$12,000",431,28,$27.84,TRUE,
08/08/2024,大埔中心 6期 14座 中層 B室,"$16,000",391,41,$40.92,TRUE,
08/08/2024,天鑽 10座 低層 G室,"$17,000",524,32,$32.44,TRUE,
08/08/2024,囍匯 2期 2座 中層 L室,"$21,500",329,65,$65.35,TRUE,
08/08/2024,康富大廈 中層 B室,"$8,000",145,55,$55.17,TRUE,
08/08/2024,麗麗大廈 高層 H室,"$13,600",332,41,$40.96,TRUE,
08/08/2024,尚翹峰 1期 2座 低層 B室,"$33,000",650,51,$50.77,TRUE,
08/08/2024,柏傲莊 2期 7座 (7A) 低層 F室,"$20,500",344,60,$59.59,TRUE,
08/08/2024,翠怡花園 1期 4座 低層 G室,"$13,500",368,37,$36.68,TRUE,
08/08/2024,賽西湖大廈 8座 低層 C室,"$43,800",1090,40,$40.18,TRUE,
08/08/2024,Island Residence 高層 D室,"$15,000",271,55,$55.35,TRUE,
08/08/2024,鯉景灣 C段 怡坤閣 (10座) 低層 H室,"$25,000",808,31,$30.94,TRUE,
08/08/2024,太古城 海天花園 恆天閣 (59座) 高層 B室,"$32,000",714,45,$44.82,TRUE,
08/08/2024,海茵莊園 2座 高層 C3室,"$13,800",217,64,$63.59,TRUE,
08/08/2024,翰林峰 1座 中層 C室,"$30,000",427,70,$70.26,TRUE,
08/08/2024,聖佛蘭士大廈 中層 A室,"$11,000",209,53,$52.63,TRUE,
08/08/2024,仁文大廈 中層 D室,"$15,500",274,57,$56.57,TRUE,
08/08/2024,嘉薈軒 中層 9室,"$17,800",424,42,$41.98,TRUE,
08/08/2024,One Homantin 1座 低層 F室,"$22,000",538,41,$40.89,TRUE,
08/08/2024,傲玟 6座 中層 D室,"$39,500",808,49,$48.89,TRUE,
08/08/2024,禮頓山 1座 低層 B室,"$52,000",924,56,$56.28,TRUE,
08/08/2024,寶翠園 1期 2座 低層 G室,"$50,000",947,53,$52.80,TRUE,
08/08/2024,楊華閣 中層 B室,"$21,000",375,56,$56.00,TRUE,
08/08/2024,Manhattan Avenue 低層 2室,"$19,000",403,47,$47.15,TRUE,
08/08/2024,傲翔灣畔 低層 D室,"$37,500",790,47,$47.47,TRUE,
08/08/2024,嘉峯匯 1B座 高層 D室,"$22,000",466,47,$47.21,TRUE,
08/08/2024,龍譽 1B座 中層 G室,"$17,500",356,49,$49.16,TRUE,
08/08/2024,海日灣II 8座 低層 C室,"$35,600",1062,34,$33.52,TRUE,
08/08/2024,雲滙 2期 11座 中層 B3室,"$15,500",339,46,$45.72,TRUE,
08/08/2024,University Hill 2B期 優景閣 第2座 中層 A6室,"$11,500",215,53,$53.49,TRUE,
08/08/2024,大埔中心 1期 2座 高層 F室,"$14,500",361,40,$40.17,TRUE,
08/08/2024,文豪閣 B座 中層 C室,"$34,000",988,34,$34.41,TRUE,
08/08/2024,Kensington Hill 低層 B室,"$43,500",804,54,$54.10,TRUE,
08/08/2024,藝里坊．2號 高層 B室,"$18,500",254,73,$72.83,TRUE,
08/08/2024,寶翠園 1期 1座 高層 H室,"$88,000",1447,61,$60.82,TRUE,
08/08/2024,昌寧大廈 高層 3室,"$14,000",272,51,$51.47,TRUE,
08/08/2024,創業中心 A座 低層 E室,"$17,000",393,43,$43.26,TRUE,
08/08/2024,Kennedy 38 高層 K室,"$24,000",298,81,$80.54,TRUE,
08/08/2024,海怡半島 4期 御庭園 御泉居 (32座) 中層 C室,"$17,600",543,32,$32.41,TRUE,
08/08/2024,海怡半島 2期 怡雅閣 (9座) 中層 F室,"$28,800",742,39,$38.81,TRUE,
08/08/2024,瑞華閣 低層 B室,"$25,000",713,35,$35.06,TRUE,
08/08/2024,翰林峰 5座 高層 B室,"$18,000",215,84,$83.72,TRUE,
08/08/2024,Castle One By V 中層 E室,"$28,000",401,70,$69.83,TRUE,
08/08/2024,東堤灣畔 2期 5座 高層 B室,"$24,000",759,32,$31.62,TRUE,
08/08/2024,荃灣城市廣場 B座 低層 1室,"$25,000",745,34,$33.56,TRUE,
08/08/2024,海之戀 3期 9座 中層 B室,"$32,000",772,41,$41.45,TRUE,
08/08/2024,啟德1號 Il 大廈第5座 高層 A室,"$25,000",547,46,$45.70,TRUE,
08/08/2024,嘉峯匯 2B座 中層 F室,"$17,500",330,53,$53.03,TRUE,
08/08/2024,嘉悅 1座 低層 C室,"$16,000",372,43,$43.01,TRUE,
08/08/2024,海翩匯 5座 高層 H室,"$32,000",773,41,$41.40,TRUE,
08/08/2024,屯門市廣場 1期 6座 中層 G室,"$16,800",592,28,$28.38,TRUE,
08/08/2024,錦華花園 B座 中層 5室,"$12,500",353,35,$35.41,TRUE,
08/08/2024,嘉湖山莊 6期 美湖居 5座 中層 B室,"$15,000",623,24,$24.08,TRUE,
08/08/2024,荃威花園 D座 低層 3室,"$12,800",441,29,$29.02,TRUE,
08/08/2024,沙田中心 安寧大廈 (E座) 低層 B室,"$15,000",347,43,$43.23,TRUE,
08/08/2024,泓碧 2座 中層 C室,"$17,800",469,38,$37.95,TRUE,
08/08/2024,Novo Land 2B期 Arreso 1B座 低層 F室,"$14,800",420,35,$35.24,TRUE,
08/08/2024,澤豐花園 澤國樓 (1座) 低層 E室,"$12,500",577,22,$21.66,TRUE,
08/08/2024,東環 1期 6B座 高層 2室,"$17,500",484,36,$36.16,TRUE,
08/08/2024,新達廣場 2座 高層 E室,"$17,000",465,37,$36.56,TRUE,
08/08/2024,柏傲莊 2期 6座 (6B) 高層 C室,"$49,000",863,57,$56.78,TRUE,
08/08/2024,屯門市廣場 1期 5座 低層 C室,"$12,500",473,26,$26.43,TRUE,
08/08/2024,峻巒 2A期 Park Yoho Genova 16A座 高層 E室,"$10,000",251,40,$39.84,TRUE,
08/08/2024,Monaco One 2期 Monaco Marine 1B座 中層 B室,"$28,500",574,50,$49.65,TRUE,
08/08/2024,海怡半島 2期 怡雅閣 (9座) 高層 F室,"$32,800",742,44,$44.20,TRUE,
08/08/2024,觀瀾雅軒 2座 低層 D室,"$32,500",1113,29,$29.20,TRUE,
08/08/2024,嘉匯 8座 中層 E室,"$18,000",349,52,$51.58,TRUE,
08/08/2024,Henley Park 1B座 中層 H室,"$20,500",390,53,$52.56,TRUE,
08/08/2024,光明臺 2座 中層 A室,"$32,000",731,44,$43.78,TRUE,
08/08/2024,東環 1期 6B座 低層 10室,"$17,000",466,36,$36.48,TRUE,
08/08/2024,藍天海岸 1期 2座 高層 A室,"$25,000",806,31,$31.02,TRUE,
08/08/2024,Koko Hills 3B期 Koko Mare 8座 中層 E室,"$19,000",463,41,$41.04,TRUE,
08/08/2024,黃埔新邨 嘉富樓 (Z座) 低層 1室,"$17,000",498,34,$34.14,TRUE,
08/08/2024,黃埔新邨 佳貴樓 (E座) 低層 6室,"$16,000",341,47,$46.92,TRUE,
08/08/2024,又一居 26座 高層 B室,"$34,000",674,50,$50.45,TRUE,
08/08/2024,御金‧國峰 6座 低層 E室,"$19,000",469,41,$40.51,TRUE,
08/08/2024,蝶翠峰 5期 尚悅‧嶺 1座 高層 M室,"$10,500",280,38,$37.50,TRUE,
08/08/2024,將軍澳中心 2期 3座 低層 D室,"$17,500",465,38,$37.63,TRUE,
08/08/2024,東港城 2座 低層 D室,"$24,000",619,39,$38.77,TRUE,
08/08/2024,The Parkside 1A座 高層 E室,"$22,000",560,39,$39.29,TRUE,
08/08/2024,海堤灣畔 3座 中層 F室,"$17,000",531,32,$32.02,TRUE,
07/08/2024,藝里坊．1號 中層 F室,"$21,800",301,72,$72.43,TRUE,
07/08/2024,花都廣場 2座 中層 F室,"$12,300",413,30,$29.78,TRUE,
07/08/2024,University Hill 2A期 漾景閣 第5B座 高層 A1室,"$13,700",301,46,$45.51,TRUE,
07/08/2024,港島南岸 1期 晉環 1座 (1B) 高層 D室,"$55,000",882,62,$62.36,TRUE,
07/08/2024,Novo Land 2A期 Charlot 1B座 低層 G室,"$12,600",291,43,$43.30,TRUE,
07/08/2024,新都城 1期 3座 高層 C室,"$16,000",364,44,$43.96,TRUE,
07/08/2024,希爾頓中心 B座 高層 8室,"$19,000",475,40,$40.00,TRUE,
07/08/2024,新城市廣場 3期 紅棉閣 (5座) 中層 A室,"$28,000",640,44,$43.75,TRUE,
07/08/2024,沙田中心 東寧大廈 (A座) 低層 F室,"$14,000",297,47,$47.14,TRUE,
07/08/2024,東港城 2座 中層 H室,"$22,000",623,35,$35.31,TRUE,
07/08/2024,星凱‧堤岸 1座 低層 B室,"$16,000",334,48,$47.90,TRUE,
07/08/2024,粉嶺中心 2期 H座 中層 3室,"$16,000",512,31,$31.25,TRUE,
07/08/2024,疊茵庭 5座 低層 C室,"$19,800",575,34,$34.43,TRUE,
07/08/2024,偉景花園 B座 低層 C室,"$12,500",519,24,$24.08,TRUE,
07/08/2024,鯉景灣 D段 安明閣 (17座) 高層 D室,"$20,000",520,38,$38.46,TRUE,
07/08/2024,One Eighty 中層 B室,"$13,000",165,79,$78.79,TRUE,
07/08/2024,滿名山 滿庭 1座 高層 A室,"$16,500",593,28,$27.82,TRUE,
07/08/2024,日出康城 2期C 領凱 9座 高層 RD室,"$28,000",995,28,$28.14,TRUE,
07/08/2024,南豐廣場 3座 低層 F室,"$16,200",400,41,$40.50,TRUE,
07/08/2024,Island Residence 高層 C室,"$22,000",499,44,$44.09,TRUE,
07/08/2024,南安閣 B室,"$9,200",287,32,$32.06,TRUE,
07/08/2024,燦如閣 高層 A室(NO. 24),"$65,000",1419,46,$45.81,TRUE,
07/08/2024,大潭道 8 號,"$290,000",3957,73,$73.29,TRUE,
07/08/2024,堅尼地道22A號 中層 A室,"$77,800",--,--,#VALUE!,FALSE,
07/08/2024,黃埔花園 12期 銀竹苑 9座 中層 A室,"$22,000",607,36,$36.24,TRUE,
07/08/2024,利基大廈 A座 高層 A1室,"$14,500",433,33,$33.49,TRUE,
07/08/2024,龍譽 2B座 高層 G室,"$24,000",523,46,$45.89,TRUE,
07/08/2024,麗港城 3期 35座 高層 C室,"$17,500",517,34,$33.85,TRUE,
07/08/2024,名城 1期 2座 高層 ND室,"$30,000",737,41,$40.71,TRUE,
07/08/2024,藝里坊．2號 低層 A室,"$27,500",381,72,$72.18,TRUE,
07/08/2024,Novo Land 2A期 Arreso 3座 低層 H室,"$12,000",301,40,$39.87,TRUE,
07/08/2024,嘉湖山莊 1期 樂湖居 6座 中層 F室,"$11,100",449,25,$24.72,TRUE,
07/08/2024,Yoho Town 1期 1座 高層 F室,"$13,300",393,34,$33.84,TRUE,
07/08/2024,迎海 2期 迎海‧星灣 21座 低層 H室,"$33,000",793,42,$41.61,TRUE,
07/08/2024,新港城 3期 P座 中層 1室,"$14,000",370,38,$37.84,TRUE,
07/08/2024,明興大樓 低層 B室,"$21,800",708,31,$30.79,TRUE,
07/08/2024,慧雲峯 低層 C室,"$19,000",396,48,$47.98,TRUE,
07/08/2024,銀禧花園 5座 低層 C室,"$16,800",498,34,$33.73,TRUE,
07/08/2024,東堤灣畔 2期 8座 中層 C室,"$18,000",592,30,$30.41,TRUE,
07/08/2024,八號花園 2座 低層 D室,"$14,500",448,32,$32.37,TRUE,
07/08/2024,紅山花園,"$125,000",3102,40,$40.30,TRUE,
07/08/2024,瓏門 2期 8座 中層 E室,"$16,000",474,34,$33.76,TRUE,
07/08/2024,文熙大廈 中層 B室,"$19,500",504,39,$38.69,TRUE,
07/08/2024,高雅閣 高層 E室,"$20,000",365,55,$54.79,TRUE,
07/08/2024,嘉匯 6座 A室,"$22,200",467,48,$47.54,TRUE,
07/08/2024,日出康城 2期A 領都 5座 (左翼) 中層 C室,"$21,000",730,29,$28.77,TRUE,
07/08/2024,修頓花園 高層 10室,"$19,000",423,45,$44.92,TRUE,
07/08/2024,翰林峰 2座 高層 C室,"$18,000",225,80,$80.00,TRUE,
07/08/2024,寶翠園 1期 2座 中層 F室,"$38,500",755,51,$50.99,TRUE,
07/08/2024,瓏門 2期 7座 中層 A室,"$16,800",510,33,$32.94,TRUE,
07/08/2024,太古城 海天花園 富天閣 (57座) 中層 H室,"$35,000",760,46,$46.05,TRUE,
07/08/2024,星凱‧堤岸 3座 中層 C室,"$45,000",944,48,$47.67,TRUE,
07/08/2024,金獅花園 1期 金康閣 (A座) 高層 2室,"$13,000",285,46,$45.61,TRUE,
07/08/2024,御半山 1期 1B座 高層 D室,"$13,000",409,32,$31.78,TRUE,
07/08/2024,迎海 3期 迎海‧星灣御 23座 低層 D室,"$19,000",496,38,$38.31,TRUE,
07/08/2024,映御 1座 低層 C室,"$12,500",377,33,$33.16,TRUE,
07/08/2024,肇輝臺花園 高層 B室,"$52,000",1232,42,$42.21,TRUE,
07/08/2024,上水中心 1座 中層 G室,"$12,000",342,35,$35.09,TRUE,
07/08/2024,瑧頤 低層 A8室,"$13,800",434,32,$31.80,TRUE,
06/08/2024,帝后華庭 1座 高層 C室,"$17,000",322,53,$52.80,TRUE,
06/08/2024,薈朗 2座 中層 B05室,"$11,800",223,53,$52.91,TRUE,
06/08/2024,尚悅 9座 中層 H室,"$13,000",443,29,$29.35,TRUE,
06/08/2024,翠怡花園 2期 8座 高層 G室,"$14,500",368,39,$39.40,TRUE,
06/08/2024,沙田中心 新寧大廈 (G座) 中層 F室,"$15,500",297,52,$52.19,TRUE,
06/08/2024,翠怡花園 1期 4座 中層 G室,"$13,800",368,38,$37.50,TRUE,
06/08/2024,爵悅庭 北爵軒 (B2) 中層 A室,"$17,200",450,38,$38.22,TRUE,
06/08/2024,柏蔚山 1座 低層 H室,"$33,000",617,53,$53.48,TRUE,
06/08/2024,My Central 中層 A室,"$50,000",976,51,$51.23,TRUE,
06/08/2024,名城 2期 盛薈 5座 高層 SA室,"$28,000",741,38,$37.79,TRUE,
06/08/2024,美景新邨 5B座 4室,"$9,000",363,25,$24.79,TRUE,
06/08/2024,將軍澳廣場 2期 8座 中層 A室,"$24,300",633,38,$38.39,TRUE,
06/08/2024,日出康城 6期 Lp6 3座 中層 A室,"$17,000",463,37,$36.72,TRUE,
06/08/2024,嘉湖山莊 2期 賞湖居 1座 中層 E室,"$11,300",448,25,$25.22,TRUE,
06/08/2024,都會駅 2期 城中駅 7座 高層 C室,"$20,000",503,40,$39.76,TRUE,
06/08/2024,Napa 1座 低層 D室,"$15,000",463,32,$32.40,TRUE,
06/08/2024,Caine Hill 中層 A室,"$22,000",288,76,$76.39,TRUE,
06/08/2024,紅山半島 A區(4期) 2座 低層 B室,"$45,000",1013,44,$44.42,TRUE,
06/08/2024,康栢苑 榮柏閣 (F座) 低層 10室,"$15,500",554,28,$27.98,TRUE,
